Date,Purchase Bid,Sell Bid,MCV,Final_Volume,MCP
12-06-2023,116650.65,125225.68,71683.11,71683.11,4760.97
13-06-2023,121138.98,109151.25,71766.24,71766.24,5565.17
14-06-2023,138440.33,132040.78,82640.02,82640.03,4916.74
15-06-2023,218605.25,144134.78,109713.79,109713.78,6233.72
16-06-2023,194152.43,108387.90,80039.54,80039.54,6835.74
17-06-2023,235357.73,110487.93,85010.59,85008.78,6354.00
18-06-2023,146618.73,148206.45,101268.65,101268.64,4413.49
19-06-2023,146156.98,154417.00,112776.09,112776.09,4588.37
20-06-2023,164125.23,171000.28,110724.77,110724.77,4592.26
21-06-2023,145231.50,146442.08,97968.58,97968.58,5204.23
22-06-2023,140114.78,153517.78,84995.18,84514.36,4871.19
23-06-2023,129836.40,152500.43,94284.24,94140.42,4798.27
24-06-2023,111580.10,152454.53,88573.59,88573.60,3821.16
25-06-2023,122599.65,208446.20,107315.45,107315.44,2406.46
26-06-2023,118526.43,196715.13,102990.76,102990.75,2759.84
27-06-2023,119050.58,165758.28,96056.14,96056.14,3256.40
28-06-2023,109277.60,172778.95,89316.92,89316.92,3199.37
29-06-2023,121842.68,184344.48,100819.33,100819.33,3080.84
30-06-2023,135161.50,196474.00,118057.30,118057.30,3061.94
01-07-2023,151998.15,157578.78,107280.28,107280.29,4612.63
02-07-2023,145568.43,146129.75,92068.30,92068.30,4566.61
03-07-2023,243842.45,97143.33,78850.14,78850.14,6325.19
04-07-2023,220567.83,118669.30,79113.40,79113.39,6120.35
05-07-2023,122925.00,150269.95,89743.36,89743.36,4205.96
06-07-2023,99864.75,159463.88,80739.59,80739.59,3476.45
07-07-2023,93089.68,143124.98,69651.95,68876.05,3693.94
08-07-2023,94651.35,162071.00,76208.57,76208.56,3144.45
09-07-2023,134856.40,189180.45,112789.85,112789.85,3683.85
10-07-2023,148691.60,142851.05,102122.23,102122.24,5588.98
11-07-2023,145466.20,136110.73,91218.14,91218.14,5619.74
12-07-2023,208209.05,134262.35,91818.30,91818.30,5651.77
13-07-2023,198451.40,117940.50,86531.54,86530.03,6572.59
14-07-2023,193579.68,120498.83,71869.27,71869.27,5330.21
15-07-2023,147574.00,140017.05,91072.73,91072.74,5354.65
16-07-2023,110904.28,147049.05,79687.51,79687.52,3829.03
17-07-2023,141456.13,132150.90,76236.52,76236.52,5227.36
18-07-2023,101966.73,141233.38,72283.54,72283.54,3911.47
19-07-2023,119073.90,126612.58,71601.29,71601.29,5268.02
20-07-2023,146192.23,114083.40,71657.92,71657.92,5927.92
21-07-2023,145417.95,112667.98,71559.17,71559.16,5568.40
22-07-2023,96546.90,126350.55,65635.07,65635.06,4394.77
23-07-2023,89688.90,151155.38,67721.50,67721.50,3460.92
24-07-2023,137280.18,139553.85,75965.20,75965.19,5009.42
25-07-2023,108434.65,124700.90,66031.44,66031.44,5044.28
26-07-2023,97193.73,141473.08,68767.49,68767.50,3989.00
27-07-2023,84863.43,148555.58,64863.14,64863.15,3104.88
28-07-2023,93500.00,166432.33,74299.20,74299.19,2957.88
29-07-2023,123514.73,198198.65,105214.73,105214.73,2712.66
30-07-2023,124870.30,182393.35,101869.53,101869.54,3320.15
31-07-2023,126338.43,127256.40,86754.24,86754.24,4472.88
01-08-2023,92456.00,140892.50,72173.34,72173.34,3369.46
02-08-2023,113509.10,181707.45,95306.85,95306.84,3173.09
03-08-2023,141044.68,197756.45,117154.52,117154.52,3278.56
04-08-2023,136008.90,169621.83,102925.59,102925.59,3963.54
05-08-2023,122782.15,148316.03,85890.92,85890.93,4127.82
06-08-2023,124457.28,182044.43,99204.07,99204.07,3429.16
07-08-2023,166496.55,166611.78,99070.49,99070.50,4617.86
08-08-2023,267408.38,128775.00,99297.56,99297.58,6085.83
09-08-2023,343242.28,120451.93,99370.89,99135.00,7403.19
10-08-2023,403791.25,86926.55,77770.12,77770.12,8538.37
11-08-2023,383808.35,94074.63,85733.93,85733.93,8743.16
12-08-2023,276441.43,120696.15,85968.83,85968.85,6910.28
13-08-2023,152237.38,150810.03,92448.86,92448.87,5291.06
14-08-2023,254675.45,119889.50,82917.00,82917.01,6064.99
15-08-2023,205654.03,135085.70,105947.95,105947.95,7361.44
16-08-2023,326946.73,82650.30,72835.53,72835.52,8191.46
17-08-2023,342347.23,82158.95,73655.52,73655.51,8391.60
18-08-2023,226800.00,102440.00,94774.60,94774.60,7933.86
19-08-2023,213116.83,118243.53,98845.99,98846.00,6856.68
20-08-2023,180592.30,129866.68,90465.13,90465.13,6035.34
21-08-2023,508563.58,76130.10,76129.80,76129.80,9966.79
22-08-2023,702018.75,69265.60,67567.79,67183.29,9790.68
23-08-2023,220493.93,173588.75,135282.71,135282.71,5398.22
24-08-2023,153122.75,150323.55,105319.27,105319.27,5064.84
25-08-2023,172695.88,131619.63,101952.91,101952.91,5998.81
26-08-2023,192234.15,113085.83,88081.52,88081.53,6222.31
27-08-2023,139519.65,118286.15,84613.75,84613.75,5704.91
28-08-2023,127548.98,109888.00,76707.97,76707.96,5619.67
29-08-2023,383901.10,83281.65,71893.06,71893.07,8249.05
30-08-2023,663029.13,45501.18,45501.18,45501.18,10000.00
31-08-2023,934631.80,53983.40,53983.40,53983.40,10000.00
01-09-2023,1029911.33,46612.48,46594.98,46594.98,10000.00
02-09-2023,769677.68,67169.70,67161.10,67161.10,9999.99
03-09-2023,326089.78,125789.23,113620.71,113620.71,7546.65
04-09-2023,211822.43,153310.15,133793.38,133793.39,6109.59
05-09-2023,213660.50,123658.55,112535.68,112505.55,6966.02
06-09-2023,215484.25,140986.48,125297.85,124772.97,6584.26
07-09-2023,149811.75,146421.73,111794.67,111719.93,5332.07
08-09-2023,131645.85,160962.98,104435.54,103875.35,4388.67
09-09-2023,129159.90,148374.53,95508.04,94735.56,4723.57
10-09-2023,122004.80,174331.73,104549.54,104501.90,3358.73
11-09-2023,150515.28,149293.73,99920.68,99920.67,4883.80
12-09-2023,164858.18,130140.68,94676.98,94638.33,5948.02
13-09-2023,215130.20,103432.18,84293.00,84293.00,6592.05
14-09-2023,236265.98,120296.25,103912.94,103912.95,7910.06
15-09-2023,165024.33,143308.80,107981.45,107981.45,6265.57
16-09-2023,141442.78,173944.08,112936.34,112936.31,3863.91
17-09-2023,139230.48,218721.65,121936.66,121936.65,2801.80
18-09-2023,127303.03,184473.90,108845.70,108692.65,3479.91
19-09-2023,122855.48,149654.78,89242.40,89242.40,4847.82
20-09-2023,157706.98,136354.18,89852.82,89852.82,5713.59
21-09-2023,145704.03,142684.30,91627.53,91627.53,5207.50
22-09-2023,135630.18,140376.05,88242.05,88242.04,4631.90
23-09-2023,140568.28,161655.65,104222.27,104222.27,4075.09
24-09-2023,109986.40,177110.75,93442.29,93442.29,3110.77
25-09-2023,108441.33,153964.13,80602.10,80602.11,3583.00
26-09-2023,135396.48,138661.10,85509.29,85509.29,4900.65
27-09-2023,152337.48,122174.75,79165.96,79165.97,6076.17
28-09-2023,155645.58,128116.85,92471.10,92471.10,6346.17
29-09-2023,141196.90,129271.23,89058.82,89058.81,5625.51
30-09-2023,132143.08,145169.05,91930.42,91930.42,4722.15
01-10-2023,127951.98,164030.55,100549.96,100549.95,3619.91
02-10-2023,113339.30,167491.40,87834.73,87834.74,3405.17
03-10-2023,139337.23,155806.50,94760.15,94760.15,4572.22
04-10-2023,246239.00,148571.33,116384.50,116384.49,6020.01
05-10-2023,240525.75,114811.45,100458.49,100458.50,6766.12
06-10-2023,259248.18,106574.93,88414.72,88414.71,6763.04
07-10-2023,401523.23,80473.70,76487.53,76487.53,8546.94
08-10-2023,454289.20,83133.23,73891.99,73891.99,8533.12
09-10-2023,767258.48,73650.90,73650.90,73650.90,10000.00
10-10-2023,830783.75,83140.95,83140.95,83140.95,10000.00
11-10-2023,873094.25,52388.35,52388.35,52388.35,10000.00
12-10-2023,576437.50,65289.75,63000.59,63000.59,9677.07
13-10-2023,345707.63,86517.23,78568.28,78568.28,8675.74
14-10-2023,289165.23,90768.40,78190.82,78190.81,7724.22
15-10-2023,147157.70,118135.28,87663.70,87663.69,6207.16
16-10-2023,147283.10,121816.88,97125.45,97125.45,6121.11
17-10-2023,161923.53,133384.48,104326.59,104326.58,5389.46
18-10-2023,172338.78,91793.93,68549.93,68549.93,6228.12
19-10-2023,191206.20,92702.90,70802.24,70802.23,6323.88
20-10-2023,176158.28,107998.20,84229.24,84229.25,5881.11
21-10-2023,112139.93,112368.30,66362.05,66362.05,4543.39
22-10-2023,115708.43,144401.80,83701.57,83701.56,4105.12
23-10-2023,105464.88,146528.60,77160.33,77160.33,3868.47
24-10-2023,107878.88,152411.18,84269.73,84269.73,3791.25
25-10-2023,104617.68,124106.73,64967.49,64967.49,4486.50
26-10-2023,111393.18,114825.63,61681.41,61681.40,4684.11
27-10-2023,106966.78,106799.85,56485.26,56485.26,4694.85
28-10-2023,112291.18,103238.83,58250.62,58250.63,4938.56
29-10-2023,80623.78,126582.95,52982.82,52982.82,3726.38
30-10-2023,119344.30,111922.73,62291.33,62291.33,4886.02
31-10-2023,106696.20,98834.70,53687.55,53687.54,4939.65
01-11-2023,118224.40,106168.45,59447.76,59447.76,5364.97
02-11-2023,146805.48,133041.48,63988.84,63988.83,5320.85
03-11-2023,178289.75,116619.98,67907.40,67907.41,5792.11
04-11-2023,132666.95,148027.25,80594.02,80594.02,5340.01
05-11-2023,87774.70,202394.83,58175.27,58175.28,3865.47
06-11-2023,94384.23,199046.38,60709.98,60709.99,3974.67
07-11-2023,107193.28,178111.25,60946.99,60946.99,4529.42
08-11-2023,121478.73,159508.05,72247.29,72247.29,4766.26
09-11-2023,117990.68,168595.80,60030.04,60030.05,4432.54
10-11-2023,89323.65,189892.30,57681.70,57681.70,3900.32
11-11-2023,91376.50,306572.08,71035.08,71035.08,3017.84
12-11-2023,106842.53,443959.93,93327.45,93327.45,2607.47
13-11-2023,101262.30,354384.03,89010.55,89010.55,2621.95
14-11-2023,106679.98,191148.20,81275.13,81275.14,3405.89
15-11-2023,111298.95,174436.50,82849.46,82849.47,3500.90
16-11-2023,127732.95,179039.70,89254.79,89254.79,3965.30
17-11-2023,153471.30,177368.88,95543.25,95543.25,4494.39
18-11-2023,144091.18,152576.78,78174.69,78174.69,4567.84
19-11-2023,101365.70,166238.80,70321.88,70321.87,3637.28
20-11-2023,122664.25,168795.10,79966.30,79966.30,3930.16
21-11-2023,128341.63,155114.45,77907.32,77907.32,4284.43
22-11-2023,151238.15,153212.80,92246.31,92246.31,4646.58
23-11-2023,129289.98,136735.75,77985.26,77985.27,4716.82
24-11-2023,108944.43,148716.45,76244.90,76244.89,4012.63
25-11-2023,99622.90,167076.63,76981.65,76981.64,3432.74
26-11-2023,108628.63,215207.13,88633.92,88633.93,3172.03
27-11-2023,128644.40,227457.78,113707.09,113707.09,2924.77
28-11-2023,109662.20,210513.10,93997.57,93997.56,2957.70
29-11-2023,113668.43,193483.78,89300.85,89300.84,3468.99
30-11-2023,118325.05,214887.40,99574.56,99574.56,3015.12
01-12-2023,129949.95,215278.98,109417.48,109417.49,3186.25
02-12-2023,118498.03,206409.93,96074.33,96074.33,3318.63
03-12-2023,105729.43,211899.18,86780.76,86780.76,3012.15
04-12-2023,123586.43,212471.75,101504.47,101504.46,3118.93
05-12-2023,120838.05,203464.00,99087.75,99087.75,3131.86
06-12-2023,129527.55,181596.88,88758.61,88758.61,3822.95
07-12-2023,133231.18,190639.35,101081.90,101080.94,3753.87
08-12-2023,118277.75,166884.78,80110.70,80110.70,4142.23
09-12-2023,118946.20,162776.10,80354.86,80354.88,4592.88
10-12-2023,117183.30,176779.95,85164.68,85164.68,3581.59
11-12-2023,121928.10,154628.63,78088.60,78088.60,4390.74
12-12-2023,136664.75,129930.15,71408.19,71408.19,5033.31
13-12-2023,147978.35,135507.15,74538.35,74538.36,5298.97
14-12-2023,157639.15,135903.88,72912.17,72912.17,5259.74
15-12-2023,132017.38,133528.83,70153.22,70153.22,5361.53
16-12-2023,124385.33,145398.10,77742.09,77742.09,5102.76
17-12-2023,89570.38,182233.95,65275.70,65275.70,3294.23
18-12-2023,100659.05,168564.83,69211.92,69211.93,4169.70
19-12-2023,99212.35,158797.05,62607.43,62607.43,4123.29
20-12-2023,142422.03,134108.73,65471.63,65471.62,5481.93
21-12-2023,218940.45,126680.65,71147.89,71147.89,6194.62
22-12-2023,249613.00,117393.48,60402.95,60402.95,6590.41
23-12-2023,265095.83,132216.03,68458.92,68458.92,6195.00
24-12-2023,122153.50,157699.78,75450.32,75450.32,4644.33
25-12-2023,144363.13,143961.20,72811.71,72811.71,5578.03
26-12-2023,231914.58,132355.83,64639.41,64633.62,5961.15
27-12-2023,215100.53,151156.90,74521.04,74521.03,5541.62
28-12-2023,191664.18,139649.88,67087.08,67087.07,5600.59
29-12-2023,192743.65,133941.13,69490.89,69490.88,6085.11
30-12-2023,204565.03,139769.50,71648.85,71648.85,6040.66
31-12-2023,101658.60,174818.75,73197.26,73197.26,4050.84
01-01-2024,104293.93,174366.20,73950.56,73950.55,4612.95
02-01-2024,123800.28,162326.48,76572.99,76572.99,5095.06
03-01-2024,176407.23,145275.98,76510.28,76436.56,6068.88
04-01-2024,236501.93,133722.75,69146.51,69146.51,6380.42
05-01-2024,218157.73,149810.63,79765.69,77314.93,6448.69
06-01-2024,141331.48,183064.00,94910.71,94910.72,5031.11
07-01-2024,99578.60,201200.13,78815.90,78815.91,3500.11
08-01-2024,177492.38,181315.90,88674.20,88674.20,5089.91
09-01-2024,205259.40,191301.90,100010.91,100010.91,5036.43
10-01-2024,150220.08,174432.88,82716.09,82716.08,5144.94
11-01-2024,131632.75,187224.18,81680.88,81680.89,4877.67
12-01-2024,159398.95,171759.50,80828.06,80828.06,5516.00
13-01-2024,244112.38,146593.15,87026.73,87026.74,6512.74
14-01-2024,132422.28,172978.18,78541.81,78541.81,4660.80
15-01-2024,199687.20,161665.30,81719.25,81719.24,5803.92
16-01-2024,170818.75,148031.40,76508.92,76508.91,6022.85
17-01-2024,281420.13,129487.15,73126.19,73126.19,7004.82
18-01-2024,293057.50,130620.20,72443.27,72443.27,6756.45
19-01-2024,372192.73,123716.33,71940.14,71940.13,7112.82
20-01-2024,309128.55,121189.48,66619.45,66619.45,6822.28
21-01-2024,192107.38,136224.48,79330.79,79330.80,6181.46
22-01-2024,334777.90,117618.23,72288.78,72288.78,7040.55
23-01-2024,391864.95,123530.75,78843.14,78843.13,7108.24
24-01-2024,417846.63,116467.28,73491.38,73491.38,7433.35
25-01-2024,373694.23,128412.43,84651.62,84651.61,7189.05
26-01-2024,185168.10,163324.90,78834.02,78834.03,5232.30
27-01-2024,157303.23,157427.13,81570.04,81570.03,5554.29
28-01-2024,116994.65,152095.93,59398.50,59398.51,4718.30
29-01-2024,230270.28,133670.53,66955.67,66955.68,6354.85
30-01-2024,272468.58,109582.23,59429.73,59429.73,6811.24
31-01-2024,234622.48,115508.03,56125.22,56125.23,6047.34
01-02-2024,145484.53,163192.20,84270.46,84270.45,5137.38
02-02-2024,164825.73,140197.98,73659.56,73659.56,5529.82
03-02-2024,154349.08,148907.53,79723.99,79723.98,5482.77
04-02-2024,93713.25,176590.95,69399.87,69399.85,3488.75
05-02-2024,115952.63,186201.70,87818.89,87818.89,3886.46
06-02-2024,171732.80,145883.43,69750.16,69750.16,5291.07
07-02-2024,190262.10,151819.70,74698.35,74698.33,5071.28
08-02-2024,155673.10,146628.08,69491.83,69491.83,5458.99
09-02-2024,206228.30,115111.48,64592.13,64592.14,6264.87
10-02-2024,149698.50,143937.73,80749.26,80749.26,5300.75
11-02-2024,95924.00,175085.30,71023.13,71023.13,3576.33
12-02-2024,180097.80,155365.00,87419.50,87419.51,5797.55
13-02-2024,145478.38,126496.80,70086.01,70086.00,5296.58
14-02-2024,103766.23,120367.30,69567.56,69567.56,4109.98
15-02-2024,108857.40,175795.33,79492.99,79492.98,3977.00
16-02-2024,100191.13,162704.20,69308.20,69308.20,3977.78
17-02-2024,112858.30,159207.58,74149.85,74149.86,4377.19
18-02-2024,114184.10,200614.48,89949.28,89949.27,3288.35
19-02-2024,91318.33,220610.15,77931.45,77931.43,2644.69
20-02-2024,118197.95,160282.60,75612.23,75612.23,4745.92
21-02-2024,115252.63,152842.95,79262.30,79262.28,4341.13
22-02-2024,175101.68,142707.38,97610.52,97610.52,6195.73
23-02-2024,159244.70,148063.25,100927.16,100927.16,5887.86
24-02-2024,161429.23,170156.90,112295.51,112285.41,4948.16
25-02-2024,120927.25,195756.33,94009.92,94009.92,3617.91
26-02-2024,98888.10,165455.33,76179.69,76179.68,3374.46
27-02-2024,110952.50,205951.58,92125.89,92125.90,3024.76
28-02-2024,109037.28,177037.53,84228.94,84228.95,3424.33
29-02-2024,109274.15,174889.63,84594.85,84594.85,3753.53
01-03-2024,102515.98,169202.33,78441.37,78441.38,3579.64
02-03-2024,104640.63,227457.58,95713.89,95713.89,2263.89
03-03-2024,109759.63,268933.30,99490.70,99490.70,2254.72
04-03-2024,106001.60,191052.18,87989.22,87989.22,3024.12
05-03-2024,115066.40,220843.45,95746.20,95746.21,3030.55
06-03-2024,121422.20,185132.73,88753.73,88753.72,3750.87
07-03-2024,139775.03,171545.73,94653.07,94653.07,4667.12
08-03-2024,121170.43,149463.68,76683.17,76683.17,4678.18
09-03-2024,117799.33,169134.75,81559.75,81559.76,4063.41
10-03-2024,117027.65,180904.45,86459.66,86459.67,3662.59
11-03-2024,123554.55,156181.63,83910.41,83910.42,4661.00
12-03-2024,122330.88,149196.38,78095.31,78095.31,4840.11
13-03-2024,126401.40,135176.15,78537.54,78537.54,5224.77
14-03-2024,125513.05,130138.78,75768.98,75768.98,5010.59
15-03-2024,135870.40,140012.83,79075.69,79075.69,5005.52
16-03-2024,141652.80,150755.18,90597.51,90597.51,4826.36
17-03-2024,114212.23,192158.30,83258.24,83258.23,3589.24
18-03-2024,150398.48,195131.38,108426.11,108426.13,4328.18
19-03-2024,136238.00,200832.70,104026.25,104026.26,3735.82
20-03-2024,133542.68,233937.95,116415.12,116415.13,3030.09
21-03-2024,140153.00,233749.73,114196.93,114196.95,3266.96
22-03-2024,134713.88,212854.50,99999.94,99999.94,3657.74
23-03-2024,138613.08,190046.80,99893.83,99893.82,3821.51
24-03-2024,100661.00,204659.83,76489.84,76489.84,3178.45
25-03-2024,94881.18,263276.95,78621.24,78621.24,2456.08
26-03-2024,108577.98,250852.53,89673.66,89673.67,2976.15
27-03-2024,131834.78,181018.03,86394.40,86394.39,4261.81
28-03-2024,155568.85,146809.48,96607.43,96607.44,5800.54
29-03-2024,145579.48,142144.93,91150.48,91112.09,5610.57
30-03-2024,111273.18,166654.38,76243.19,76243.19,3972.58
31-03-2024,123249.73,208100.68,92783.07,92783.06,3762.43
01-04-2024,122763.63,206824.05,96568.38,96106.87,3363.77
02-04-2024,144661.15,196065.43,105930.94,105705.63,4426.66
03-04-2024,157070.08,148589.35,93125.92,92840.08,5624.19
04-04-2024,181534.30,123771.70,86591.09,86591.09,6632.44
05-04-2024,169613.48,130486.45,92718.86,90985.45,6482.56
06-04-2024,172815.15,135435.30,90707.85,90638.72,6386.94
07-04-2024,135884.58,186174.63,94054.77,93952.04,4313.39
08-04-2024,117460.68,177637.03,85722.30,80193.92,3666.16
09-04-2024,118145.23,192699.60,87167.32,82286.59,3555.11
10-04-2024,117190.13,209075.65,85542.58,83851.71,3360.44
11-04-2024,129477.53,237044.20,95701.09,94516.58,3252.22
12-04-2024,117775.68,229116.48,85703.59,84742.26,3354.12
13-04-2024,142802.45,231247.08,112355.07,112270.65,3451.84
14-04-2024,115253.73,240443.25,86761.00,86760.99,3363.23
15-04-2024,137296.55,176452.83,82400.85,82400.85,4702.21
16-04-2024,166412.88,158707.15,91353.97,91353.96,5742.91
17-04-2024,158769.35,166890.53,93154.30,93154.29,5346.08
18-04-2024,159542.68,148494.85,90247.27,90247.27,6070.40
19-04-2024,150960.88,194771.90,93170.04,93170.04,4553.19
20-04-2024,134486.43,181067.25,87974.74,87974.74,4437.44
21-04-2024,127642.30,211965.18,92125.45,92125.44,4249.64
22-04-2024,117792.73,181679.83,77267.62,77267.63,4314.78
23-04-2024,125382.78,191202.30,86035.33,86035.33,4322.06
24-04-2024,130661.48,181602.88,82624.32,82624.32,4584.28
25-04-2024,144218.68,167269.03,80694.09,80686.42,5444.09
26-04-2024,145694.15,155847.83,81358.05,81273.58,6404.91
27-04-2024,233406.03,132933.30,70750.42,70750.42,6398.45
28-04-2024,229239.83,153420.90,75597.16,75597.16,6057.17
29-04-2024,268432.73,131923.93,77200.44,77200.44,6214.53
30-04-2024,233376.33,145071.35,85252.82,85252.82,6491.30
01-05-2024,129549.50,245268.88,102847.94,102687.89,3694.55
02-05-2024,148210.90,172669.40,85694.35,85364.94,5271.18
03-05-2024,170678.40,150722.63,85531.77,84952.91,6159.06
04-05-2024,180561.78,147474.10,78161.63,78147.30,6102.68
05-05-2024,174096.98,186065.65,83513.88,83509.69,5223.02
06-05-2024,147003.60,177885.13,99992.05,99984.32,4669.50
07-05-2024,152540.83,253688.98,124364.48,124044.84,3450.20
08-05-2024,160305.50,272577.33,129718.51,129718.51,3798.35
09-05-2024,153991.50,265388.25,125881.61,125881.61,3460.20
10-05-2024,132458.73,225725.30,104573.50,104573.50,3439.89
11-05-2024,127438.55,245164.05,100173.03,100173.03,3276.48
12-05-2024,138106.50,294889.30,116170.64,116170.65,3300.04
13-05-2024,147743.73,236519.22,114068.72,114068.73,4081.06
14-05-2024,179221.10,212955.53,122582.77,122582.77,4904.12
15-05-2024,229150.50,188304.30,112986.78,112986.78,5707.50
16-05-2024,185916.50,166698.05,106747.49,106747.48,6018.23
17-05-2024,192915.83,178454.58,104647.86,104647.86,5789.17
18-05-2024,187731.15,188259.80,103490.88,103490.88,5584.33
19-05-2024,145363.85,230911.80,107977.69,107977.69,4053.77
20-05-2024,138844.15,205859.45,95150.47,95150.47,4284.95
21-05-2024,231387.30,197732.90,96932.51,96932.52,5026.13
22-05-2024,283428.55,180896.45,104400.42,104400.42,5611.89
23-05-2024,246354.53,163173.28,84017.11,84017.10,5399.49
24-05-2024,248628.48,146805.28,93036.17,93036.17,6690.91
25-05-2024,189943.65,216994.45,128985.63,128985.63,4888.88
26-05-2024,160291.88,290424.30,129140.43,129140.43,3348.60
27-05-2024,155538.15,268536.25,125840.42,121336.82,3632.10
28-05-2024,197156.98,282412.30,148615.97,148082.87,4352.79
29-05-2024,196358.48,214330.18,119404.45,118838.72,5047.11
30-05-2024,192864.43,166013.78,121543.29,121518.10,6146.03
31-05-2024,241499.38,172513.95,102505.98,102505.98,5264.10
01-06-2024,186715.93,181671.93,109841.26,109841.26,5039.15
02-06-2024,180791.50,211792.38,110100.61,110100.61,4628.70
03-06-2024,233262.05,171775.08,119340.58,119340.58,6071.44
04-06-2024,225133.98,165042.50,116948.28,116948.28,5923.74
05-06-2024,201298.23,176214.38,117860.66,117860.66,4786.78
06-06-2024,163499.83,257928.13,134139.60,134139.60,3966.50
07-06-2024,131078.58,160146.18,83537.78,83537.78,4813.29
08-06-2024,136055.78,198453.08,91913.69,91913.69,4329.72
09-06-2024,175287.40,281722.55,134210.87,134173.21,4236.30
10-06-2024,178178.98,203613.80,108763.21,108796.38,5124.54
11-06-2024,162964.45,148500.28,105322.78,103525.57,5307.60
12-06-2024,138466.30,135487.00,80495.64,77363.82,5236.45
13-06-2024,123281.73,183605.78,82138.99,79966.58,4395.39
14-06-2024,138107.25,187634.78,78712.10,78282.46,4370.17
15-06-2024,300306.30,186282.08,118955.80,118376.00,5931.82
16-06-2024,319939.28,184103.65,119816.79,118537.78,6581.19
17-06-2024,400058.60,145057.15,108295.40,104015.11,7769.05
18-06-2024,270827.10,167435.30,111857.07,94103.40,6580.79
19-06-2024,260995.53,209730.55,147377.22,118494.57,6992.89
20-06-2024,157340.55,263078.08,122532.78,114349.10,3624.38
21-06-2024,200298.70,239670.25,136104.87,119362.40,4897.26
22-06-2024,189167.90,208111.20,123726.44,119054.05,5242.83
23-06-2024,176002.53,228467.85,124039.43,120450.33,4764.63
24-06-2024,234612.93,197144.90,120916.47,116792.48,5623.77
25-06-2024,231886.58,180857.45,106600.52,104001.88,5751.99
26-06-2024,233642.53,191489.10,113060.21,108582.47,5825.66
27-06-2024,154897.08,234936.98,112610.81,103112.07,4134.70
28-06-2024,122546.00,228074.78,91054.18,87747.96,3997.00
29-06-2024,116491.68,240638.95,98543.76,97468.08,3280.59
30-06-2024,112289.90,292556.00,102337.08,102265.37,2372.87
01-07-2024,148838.85,237930.35,114941.93,113828.87,3860.95
02-07-2024,164824.80,290560.70,130854.35,130854.35,3674.84
03-07-2024,157167.25,228582.93,118382.73,118382.73,4355.86
04-07-2024,199264.95,236658.25,107091.89,107091.89,4136.04
05-07-2024,138595.65,222753.10,108411.30,108411.30,3724.91
06-07-2024,96048.50,246150.85,84311.44,84311.44,2119.95
07-07-2024,165676.60,327306.83,148400.70,148400.70,2645.04
08-07-2024,262038.55,186916.40,111229.49,111229.49,5016.84
09-07-2024,299012.50,146147.13,94591.83,94591.83,5833.88
10-07-2024,309015.38,142212.48,95333.52,95333.52,6935.87
11-07-2024,291699.98,138967.58,89194.22,87702.71,6535.96
12-07-2024,152560.83,199945.78,108622.53,108587.66,3634.22
13-07-2024,165536.30,245383.60,117085.01,117066.96,4352.45
14-07-2024,154550.80,266128.40,127033.15,125286.35,3886.09
15-07-2024,189385.85,176392.18,97626.30,95878.52,5039.96
16-07-2024,247756.50,217295.85,133234.49,128410.70,5057.17
17-07-2024,243045.48,158117.15,110824.08,103576.97,6265.52
18-07-2024,239691.93,169173.63,110719.81,105593.08,6433.84
19-07-2024,255361.55,198317.65,123083.77,116131.93,5561.87
20-07-2024,263834.78,188413.88,120063.59,110618.80,6337.01
21-07-2024,233148.58,243100.45,128535.37,118913.70,5071.41
22-07-2024,209003.10,183334.20,96471.31,91824.47,5142.48
23-07-2024,203751.98,189099.33,100106.89,97114.03,5121.82
24-07-2024,155229.15,207043.45,96064.71,93745.46,4479.48
25-07-2024,161082.10,199182.58,90119.20,85193.23,4811.84
26-07-2024,162091.00,197283.58,98702.19,94996.77,4628.63
27-07-2024,225941.90,215461.20,95177.45,93267.06,4834.97
28-07-2024,176880.45,236079.90,100976.11,100097.12,4491.70
29-07-2024,321018.15,154593.30,95734.22,92157.06,6061.85
30-07-2024,426849.25,146354.83,110719.46,110598.49,7664.13
31-07-2024,271977.78,199039.33,144114.82,141639.32,6114.34
01-08-2024,142416.93,271488.83,131323.58,130908.24,2591.85
02-08-2024,126692.40,289894.15,120011.03,119481.05,1898.81
03-08-2024,136983.85,297783.03,126526.56,126368.76,2014.60
04-08-2024,163438.75,328012.05,148754.73,148689.30,2544.28
05-08-2024,177735.70,197383.40,127275.52,126850.68,4327.66
06-08-2024,158514.20,179002.18,119540.72,117159.27,4420.63
07-08-2024,128307.43,260488.23,109258.92,108206.30,3400.80
08-08-2024,131360.35,269249.40,100866.35,99358.99,3724.88
09-08-2024,143378.20,259398.68,113995.24,113652.83,3850.99
10-08-2024,129876.40,270965.18,109164.94,109158.11,3301.21
11-08-2024,124243.35,314545.30,108343.10,108343.10,2325.71
12-08-2024,216224.30,243577.13,104138.82,104138.82,4219.35
13-08-2024,298215.05,176071.35,86468.42,86468.42,5120.54
14-08-2024,363968.50,130652.00,93728.41,93712.21,6666.58
15-08-2024,181301.65,262068.83,130869.81,130869.81,3933.42
16-08-2024,181394.23,162003.25,104759.69,104708.81,5153.70
17-08-2024,143105.00,180668.40,87305.32,87305.32,4590.43
18-08-2024,143164.18,256868.98,118228.40,118228.40,3374.41
19-08-2024,111598.60,230782.75,89195.76,89195.76,3062.48
20-08-2024,139424.83,238129.93,96175.70,96175.70,3769.00
